trial_id,participant_id,steps,step_count,step_variance,timestamp,alpha,beta,gamma,delta
21,4,"[4.804999999999898, 5.264999999999888, 6.54999999999986, 7.50999999999984, 8.274999999999824, 9.019999999999808, 9.779999999999792, 10.664999999999774, 11.509999999999755, 12.319999999999737, 13.199999999999719, 14.034999999999702, 15.174999999999677, 16.579999999999647, 17.38999999999963, 18.134999999999614, 18.924999999999596, 19.67999999999958, 20.66499999999956, 21.60999999999954, 23.00999999999951, 23.98999999999949, 24.86999999999947, 25.70499999999945, 26.729999999999432, 28.074999999999402, 29.07499999999938, 30.584999999999347, 31.539999999999328, 33.16999999999929, 34.07999999999927, 34.90999999999926, 35.78999999999924, 36.539999999999225, 37.3949999999992, 38.24499999999919, 39.724999999999156, 41.109999999999125, 42.0499999999991, 43.27999999999908, 43.94499999999906, 45.00499999999904, 45.88999999999902, 47.83499999999898, 48.76499999999896, 49.574999999998944, 50.58999999999892, 51.5449999999989, 52.72499999999888, 53.48999999999886, 54.31499999999884, 55.144999999998824, 56.3299999999988, 57.25499999999878, 58.15999999999876, 59.07499999999874, 59.81999999999873, 60.69499999999871, 61.92499999999868, 63.12499999999866]",60.0,0.068931,2025-10-15 13:36:12,105.0,125.0,0.0,0.0
22,4,"[3.74999999999992, 4.6999999999999, 5.554999999999882, 6.414999999999863, 7.124999999999848, 7.8599999999998325, 8.614999999999817, 9.514999999999798, 10.389999999999779, 11.169999999999762, 12.119999999999742, 13.094999999999722, 14.034999999999702, 14.904999999999683, 15.794999999999664, 16.609999999999648, 17.38499999999963, 18.21999999999961, 19.019999999999595, 19.80999999999958, 20.739999999999558, 21.48499999999954, 22.54499999999952, 23.4399999999995, 24.649999999999476, 25.574999999999456, 26.38999999999944, 27.16499999999942, 27.899999999999405, 29.12499999999938, 29.909999999999364, 30.61499999999935, 31.304999999999332, 31.984999999999317, 32.654999999999305, 33.504999999999285, 34.36499999999927, 35.07499999999925, 35.824999999999235, 36.66999999999922, 37.4549999999992, 38.37499999999918, 39.23999999999916, 40.01999999999915, 40.75999999999913, 41.45499999999912, 42.3449999999991, 42.93999999999909, 43.91499999999906, 44.74999999999905, 45.94999999999902, 46.719999999999004, 47.40999999999899, 48.01499999999898, 48.92499999999896, 49.74999999999894, 50.494999999998925, 51.329999999998904, 52.08999999999889, 53.14999999999887, 53.88999999999885, 54.669999999998836, 55.489999999998815, 56.659999999998796, 57.68999999999877, 58.46499999999875, 59.234999999998735, 60.00999999999872, 60.8799999999987]",69.0,0.017492,2025-10-15 13:46:06,85.0,125.0,0.0,0.0
23,4,"[3.4999999999999254, 4.499999999999904, 5.694999999999879, 6.419999999999863, 7.134999999999848, 8.189999999999825, 8.989999999999808, 9.824999999999791, 10.719999999999771, 11.634999999999753, 12.534999999999734, 13.254999999999718, 14.254999999999697, 15.419999999999671, 16.289999999999655, 17.24499999999963, 18.074999999999616, 18.7549999999996, 19.73499999999958, 20.534999999999563, 21.714999999999538, 22.57999999999952, 23.3849999999995, 24.219999999999484, 24.999999999999467, 25.954999999999448, 26.844999999999427, 27.844999999999406, 28.844999999999384, 29.56999999999937, 30.53499999999935, 31.45499999999933, 32.27999999999931, 33.15499999999929, 34.024999999999274, 34.904999999999255, 35.62999999999924, 36.50499999999922, 37.25499999999921, 38.24499999999919, 39.16499999999917, 40.189999999999145, 41.05999999999913, 42.05999999999911, 42.83999999999909, 43.894999999999065, 44.62999999999905, 45.884999999999025, 46.73999999999901, 47.57499999999899, 48.45499999999897, 49.33499999999895, 50.21499999999893, 51.10499999999891, 51.92999999999889, 52.52999999999888, 53.774999999998855, 54.584999999998836, 55.61999999999882, 57.06499999999878, 57.89499999999877, 58.95499999999874, 59.73499999999873, 60.77999999999871]",64.0,0.022959,2025-10-15 13:55:00,85.0,95.0,0.0,0.0
24,4,"[5.61999999999988, 6.259999999999867, 9.249999999999803, 13.364999999999716, 14.274999999999697, 15.149999999999677, 17.019999999999637, 18.214999999999613, 21.339999999999545, 24.484999999999477, 26.484999999999435, 27.129999999999423, 29.664999999999367, 33.409999999999286, 34.17499999999927, 36.37999999999923, 38.46499999999918, 39.92499999999915, 42.069999999999105, 42.67499999999909, 45.334999999999035, 45.99499999999902, 47.49499999999899, 48.739999999998965, 49.54499999999894, 50.21999999999893, 52.09999999999889, 53.96499999999885, 54.594999999998834, 55.47999999999882, 57.11499999999878]",31.0,0.970277,2025-10-15 14:07:06,105.0,95.0,-9.0,0.0
25,4,"[4.21499999999991, 4.9949999999998935, 5.834999999999876, 6.459999999999862, 7.084999999999849, 7.689999999999836, 8.999999999999808, 10.29999999999978, 10.984999999999767, 12.109999999999742, 12.784999999999728, 13.469999999999713, 14.724999999999687, 15.434999999999672, 16.154999999999657, 16.88999999999964, 17.50999999999963, 18.25499999999961, 19.969999999999576, 20.774999999999558, 21.494999999999543, 22.219999999999526, 22.95999999999951, 24.664999999999473, 25.484999999999456, 26.20499999999944, 26.859999999999427, 27.914999999999406, 28.65999999999939, 29.769999999999367, 30.90499999999934, 31.87499999999932, 32.6899999999993, 33.48499999999929, 34.23999999999927, 35.399999999999245, 36.194999999999226, 36.879999999999214, 37.6249999999992, 38.324999999999186, 39.064999999999166, 39.779999999999156, 40.73499999999913, 41.46999999999912, 42.139999999999105, 43.27999999999908, 44.044999999999064, 46.42499999999901, 48.28499999999897, 50.06499999999893, 52.26999999999889, 53.97499999999885, 57.73999999999877, 58.769999999998745]",54.0,0.31672,2025-10-15 14:14:06,85.0,125.0,-9.0,0.0
26,4,"[3.884999999999917, 5.454999999999884, 7.02999999999985, 7.759999999999835, 8.694999999999816, 9.519999999999797, 10.27999999999978, 11.144999999999763, 12.059999999999743, 12.829999999999727, 13.65499999999971, 14.759999999999685, 15.529999999999669, 16.329999999999654, 17.239999999999633, 17.694999999999624, 18.654999999999603, 19.379999999999587, 20.034999999999574, 20.68999999999956, 21.529999999999543, 22.04999999999953, 23.05999999999951, 23.874999999999492, 24.694999999999474, 25.45499999999946, 26.144999999999442, 27.26999999999942, 28.069999999999403, 28.974999999999383, 29.319999999999375, 29.639999999999368, 30.254999999999356, 31.104999999999336, 31.82499999999932, 32.58999999999931, 33.33499999999929, 34.15499999999927, 34.889999999999254, 36.06499999999923, 36.90499999999921, 37.5149999999992, 38.15999999999919, 38.844999999999175, 39.614999999999156, 40.37999999999914, 41.08999999999912, 41.83999999999911, 42.519999999999094, 44.18499999999906, 44.949999999999044, 46.104999999999016, 46.959999999999, 47.684999999998986, 48.779999999998964, 49.589999999998945, 50.37999999999893, 51.13499999999891, 51.799999999998896, 53.00999999999887, 54.64999999999883, 55.529999999998815, 56.90999999999879, 57.85999999999877, 58.82999999999875, 60.10499999999872]",,,2025-10-15 14:22:17,105.0,125.0,-9.0,0.0
27,4,"[5.8399999999998755, 6.58499999999986, 9.319999999999801, 10.139999999999784, 10.959999999999766, 11.69999999999975, 12.369999999999736, 13.029999999999722, 14.589999999999689, 16.134999999999657, 17.024999999999636, 17.634999999999625, 18.419999999999607, 19.094999999999594, 19.69499999999958, 20.844999999999555, 21.684999999999537, 26.444999999999435, 27.56499999999941, 30.834999999999344, 35.09499999999925, 35.964999999999236, 37.304999999999204, 39.67499999999915, 40.40999999999914, 41.094999999999125, 41.97999999999911, 43.99499999999906, 44.729999999999045, 46.20999999999901, 47.93999999999898, 50.029999999998935, 51.444999999998906, 52.499999999998884, 53.28999999999886, 59.18999999999874, 61.2199999999987]",37.0,1.516686,2025-10-15 14:29:46,105.0,95.0,-9.0,0.0
28,4,"[4.414999999999906, 5.1849999999998895, 5.909999999999874, 6.614999999999859, 7.334999999999844, 8.134999999999827, 8.884999999999811, 9.539999999999797, 10.404999999999779, 11.309999999999759, 12.044999999999744, 12.994999999999724, 13.919999999999703, 15.249999999999675, 16.264999999999652, 17.039999999999637, 17.74499999999962, 18.674999999999603, 19.449999999999587, 20.074999999999573, 21.244999999999546, 21.829999999999536, 22.794999999999515, 23.5749999999995, 24.78499999999947, 25.81499999999945, 26.64499999999943, 27.394999999999417, 28.264999999999397, 28.954999999999384, 29.789999999999367, 30.53499999999935, 31.43999999999933, 32.6499999999993, 33.354999999999286, 34.74999999999926, 35.34999999999925, 36.25999999999923, 37.4949999999992, 38.32999999999918, 39.03999999999917, 39.72999999999915, 40.31999999999914, 40.93999999999913, 41.85499999999911, 42.4849999999991, 43.044999999999085, 43.60999999999907, 44.55499999999905, 45.40999999999903, 46.09999999999902, 46.794999999999, 47.954999999998975, 48.64999999999896, 49.37499999999895, 50.099999999998936, 50.85499999999892, 51.5749999999989, 52.349999999998886, 52.88999999999887, 54.39999999999884, 55.18499999999882, 55.97999999999881, 56.91999999999879, 57.76999999999877, 58.69999999999875]",66.0,0.041838,2025-10-15 14:41:45,105.0,95.0,9.0,0.0
29,4,"[22.05999999999953, 22.55499999999952]",2.0,0.0,2025-10-15 14:46:52,105.0,125.0,9.0,0.0
30,4,"[3.659999999999922, 5.584999999999881, 6.444999999999863, 7.2499999999998455, 8.01499999999983, 8.664999999999816, 9.304999999999803, 10.079999999999785, 10.82499999999977, 11.574999999999754, 12.449999999999735, 13.954999999999703, 14.689999999999687, 15.429999999999671, 16.264999999999652, 17.074999999999637, 17.78499999999962, 18.38999999999961, 19.054999999999595, 19.479999999999585, 20.314999999999568, 21.06499999999955, 21.954999999999533, 23.264999999999503, 24.044999999999487, 24.674999999999475, 25.499999999999456, 26.084999999999443, 26.75999999999943, 27.354999999999418, 28.98499999999938, 29.729999999999368, 31.39499999999933, 32.049999999999315, 32.8749999999993, 33.71999999999928, 35.03999999999925, 36.484999999999225, 37.419999999999206, 38.11999999999919, 38.83999999999917, 39.474999999999156, 40.40999999999914, 41.079999999999124, 41.74999999999911, 42.3449999999991, 42.88499999999909, 43.714999999999065, 44.50999999999905, 45.41499999999903, 46.074999999999015, 46.734999999999005, 47.51999999999899, 48.31499999999897, 48.97499999999896, 49.64999999999894, 50.28499999999893, 51.059999999998915, 51.769999999998895, 52.43499999999888, 53.814999999998854, 54.61499999999884, 55.42499999999882, 56.064999999998804, 56.76499999999879, 57.369999999998775, 57.99499999999876, 58.96999999999874, 59.689999999998726]",69.0,0.079419,2025-10-15 14:53:11,85.0,125.0,9.0,0.0
31,4,"[2.399999999999949, 2.9749999999999366, 3.794999999999919, 4.744999999999899, 5.534999999999882, 6.434999999999863, 7.234999999999846, 7.98999999999983, 8.794999999999813, 9.499999999999797, 10.36499999999978, 11.209999999999761, 12.71499999999973, 13.484999999999713, 13.789999999999706, 14.449999999999692, 14.764999999999686, 15.374999999999673, 16.194999999999656, 16.97499999999964, 17.714999999999623, 18.749999999999602, 19.464999999999584, 20.314999999999568, 20.829999999999558, 21.404999999999543, 22.204999999999526, 22.94499999999951, 23.674999999999496, 24.534999999999478, 25.29999999999946, 25.974999999999447, 26.554999999999435, 27.15999999999942, 28.444999999999393, 29.279999999999376, 29.859999999999363, 30.759999999999344, 31.609999999999328, 33.1399999999993, 33.82499999999928, 34.74499999999926, 35.54499999999924, 36.399999999999224, 37.20499999999921, 37.91999999999919, 38.69999999999918, 39.51999999999916, 40.33499999999914, 41.08999999999912, 41.85499999999911, 42.48999999999909, 43.304999999999076, 44.16999999999906, 44.869999999999045, 45.744999999999024, 46.704999999999, 47.50999999999899, 47.93499999999898, 48.24999999999897, 48.97999999999896, 49.80999999999894, 50.48499999999893, 51.6049999999989, 52.54499999999888, 54.04499999999885, 54.81499999999883, 55.45499999999882, 55.95999999999881, 56.5099999999988, 57.399999999998776, 58.424999999998754, 59.38499999999873, 60.404999999998715]",74.0,0.050858,2025-10-15 14:58:37,85.0,95.0,9.0,0.0
32,4,"[3.3549999999999285, 4.154999999999911, 4.944999999999895, 5.824999999999876, 6.614999999999859, 7.3899999999998425, 8.089999999999828, 8.799999999999812, 9.669999999999794, 10.494999999999777, 11.309999999999759, 12.074999999999743, 13.14999999999972, 13.949999999999703, 14.684999999999688, 15.49499999999967, 16.50999999999965, 17.28499999999963, 17.92999999999962, 18.499999999999606, 19.154999999999593, 19.824999999999577, 20.764999999999556, 21.69499999999954, 22.394999999999524, 23.10999999999951, 23.749999999999496, 24.539999999999477, 25.209999999999464, 25.754999999999452, 26.379999999999438, 26.909999999999428, 28.314999999999397, 29.13999999999938, 29.97999999999936, 30.96499999999934, 31.699999999999324, 32.41499999999931, 33.86999999999928, 34.449999999999264, 35.18999999999925, 35.909999999999236, 36.539999999999225, 37.21499999999921, 37.759999999999195, 38.84999999999917, 39.584999999999155, 40.64999999999913, 41.369999999999116, 42.0349999999991, 42.809999999999086, 43.47999999999907, 44.55499999999905, 45.34499999999903, 46.269999999999015, 47.014999999999, 47.75499999999898, 48.37999999999897, 49.78499999999894, 50.68999999999892, 51.454999999998904, 52.194999999998885, 52.92999999999887, 53.634999999998854, 54.86499999999883, 55.55499999999881, 56.3049999999988, 57.039999999998784, 57.66999999999877, 58.88499999999875, 59.61999999999873, 60.52499999999871, 61.92999999999868, 62.59499999999866, 63.27999999999865]",75.0,0.041684,2025-10-15 15:09:57,95.0,95.0,0.0,0.0
33,5,"[3.7849999999999193, 4.569999999999903, 5.734999999999878, 6.634999999999859, 7.49499999999984, 8.194999999999826, 8.95499999999981, 9.719999999999793, 10.579999999999774, 11.474999999999756, 12.299999999999738, 13.17499999999972, 14.004999999999702, 14.799999999999685, 15.599999999999667, 16.464999999999648, 17.259999999999632, 18.074999999999616, 18.939999999999596, 19.784999999999577, 20.60499999999956, 21.509999999999543, 22.339999999999524, 23.144999999999506, 23.909999999999492, 24.689999999999475, 25.479999999999457, 26.23999999999944, 26.979999999999425, 27.75499999999941, 28.529999999999394, 29.309999999999377, 30.09999999999936, 30.96999999999934, 31.729999999999325, 32.52499999999931, 33.33499999999929, 34.11499999999927, 34.90999999999926, 35.67999999999924, 36.469999999999224, 37.22999999999921, 38.03499999999919, 38.73999999999918, 39.53999999999916, 40.36499999999914, 41.15499999999912, 41.944999999999105, 42.70499999999909, 43.494999999999074, 44.279999999999056, 45.114999999999036, 45.939999999999024, 46.674999999999, 47.43999999999899, 48.219999999998976, 49.069999999998956, 49.849999999998936, 50.63999999999892, 51.374999999998906, 52.10499999999889, 52.854999999998874, 53.53999999999886, 54.324999999998845, 55.05999999999883, 55.83499999999881, 56.544999999998794, 57.354999999998775, 58.15499999999876, 58.949999999998745, 59.729999999998725, 60.50499999999871]",72.0,0.003981,2025-10-21 13:39:09,95.0,95.0,0.0,0.0
34,5,"[6.3099999999998655, 7.139999999999848, 7.97999999999983, 8.754999999999814, 9.559999999999796, 10.249999999999782, 11.079999999999764, 11.899999999999746, 12.829999999999727, 13.649999999999709, 14.434999999999693, 15.249999999999675, 16.05499999999966, 16.83999999999964, 17.619999999999624, 18.399999999999608, 19.174999999999592, 19.964999999999574, 20.70999999999956, 21.59499999999954, 22.449999999999523, 23.299999999999503, 24.064999999999486, 24.87999999999947, 25.689999999999454, 26.479999999999436, 27.299999999999418, 28.089999999999403, 28.799999999999386, 29.529999999999372, 30.244999999999354, 30.98499999999934, 31.789999999999324, 32.57499999999931, 33.35999999999929, 34.17499999999927, 34.93999999999926, 35.68499999999924, 36.50999999999922, 37.3449999999992, 38.144999999999186, 38.90499999999917, 39.68499999999916, 40.434999999999135, 41.18499999999912, 41.90999999999911, 42.754999999999086, 43.499999999999076, 44.25499999999906, 45.07499999999904, 45.86499999999902, 46.569999999999006, 47.29499999999899, 48.064999999998975, 48.87999999999896, 49.684999999998944, 50.42999999999893, 51.19999999999891, 52.04999999999889, 52.784999999998874, 53.48499999999886, 54.22499999999884, 54.97999999999883, 55.71499999999881, 56.4549999999988, 57.20499999999878, 57.96499999999877, 58.67499999999875, 59.41999999999874, 60.21999999999872, 60.9599999999987]",71.0,0.002107,2025-10-21 13:55:17,105.0,95.0,-9.0,0.0
35,5,"[3.1249999999999334, 3.804999999999919, 4.624999999999901, 5.364999999999886, 6.194999999999868, 6.949999999999852, 7.704999999999836, 8.434999999999821, 9.214999999999804, 9.974999999999788, 10.754999999999772, 11.474999999999756, 12.21999999999974, 12.929999999999724, 13.61999999999971, 14.294999999999696, 15.079999999999679, 15.809999999999663, 16.524999999999647, 17.259999999999632, 18.039999999999615, 18.8149999999996, 19.574999999999584, 20.439999999999564, 21.14499999999955, 21.864999999999533, 22.57999999999952, 23.249999999999506, 23.94999999999949, 24.624999999999474, 25.31999999999946, 26.069999999999446, 26.76499999999943, 27.499999999999414, 28.279999999999397, 28.989999999999384, 29.714999999999367, 30.429999999999353, 31.119999999999337, 31.799999999999322, 32.50999999999931, 33.21499999999929, 33.904999999999276, 34.564999999999266, 35.29499999999925, 35.98499999999923, 36.70499999999922, 37.459999999999205, 38.17499999999919, 38.87999999999917, 39.71499999999915, 40.47999999999914, 41.16999999999912, 41.85499999999911, 42.534999999999094, 43.22499999999908, 43.89999999999907, 44.64499999999905, 45.309999999999036, 46.074999999999015, 46.839999999999, 47.584999999998985, 48.28499999999897, 49.01999999999896, 49.699999999998944, 50.37999999999893, 51.084999999998914, 51.784999999998895, 52.44999999999888, 53.129999999998866, 53.80999999999885, 54.53999999999884, 55.269999999998824, 56.0349999999988, 56.77499999999879, 57.45999999999878, 58.14499999999876, 58.82999999999875, 59.50499999999873, 60.20499999999872]",80.0,0.001812,2025-10-21 14:01:03,105.0,125.0,-9.0,0.0
36,5,"[2.584999999999945, 3.2499999999999307, 3.8599999999999177, 4.504999999999904, 5.15999999999989, 5.8399999999998755, 6.534999999999861, 7.274999999999845, 7.9499999999998305, 8.93499999999981, 9.624999999999796, 10.27999999999978, 10.914999999999768, 11.549999999999754, 12.20999999999974, 12.879999999999725, 13.484999999999713, 14.164999999999699, 14.854999999999684, 15.529999999999669, 16.314999999999653, 17.044999999999636, 17.76499999999962, 18.444999999999606, 19.079999999999593, 19.76999999999958, 20.409999999999567, 21.08499999999955, 21.65999999999954, 22.429999999999524, 23.05999999999951, 23.744999999999493, 24.45999999999948, 25.184999999999462, 25.944999999999446, 26.629999999999434, 27.32999999999942, 28.029999999999404, 28.70999999999939, 29.354999999999375, 30.07999999999936, 30.774999999999345, 31.45999999999933, 32.22499999999931, 32.9199999999993, 33.61999999999929, 34.329999999999266, 35.069999999999254, 35.74499999999924, 36.41999999999923, 37.13999999999921, 37.789999999999196, 38.48499999999918, 39.16499999999917, 39.84499999999915, 40.544999999999135, 41.369999999999116, 42.0499999999991, 42.77999999999909, 43.524999999999075, 44.17499999999906, 44.839999999999044, 45.58499999999903, 46.269999999999015, 46.919999999999, 47.54999999999899, 48.21499999999897, 48.89499999999896, 49.58499999999894, 50.344999999998926, 51.07999999999891, 51.769999999998895, 52.44999999999888, 53.169999999998865, 53.89499999999885, 54.584999999998836, 55.27499999999882, 55.94499999999881, 56.5799999999988, 57.274999999998776, 57.989999999998766, 58.68999999999875, 59.42499999999873, 60.11999999999872]",84.0,0.002746,2025-10-21 14:10:34,85.0,125.0,-9.0,0.0
37,5,"[3.139999999999933, 3.949999999999916, 4.719999999999899, 5.529999999999882, 6.249999999999867, 6.9199999999998525, 7.704999999999836, 8.50499999999982, 9.304999999999803, 10.069999999999785, 10.86499999999977, 11.649999999999752, 12.399999999999736, 13.13999999999972, 13.859999999999705, 14.674999999999688, 15.389999999999672, 16.184999999999654, 16.91499999999964, 17.709999999999624, 18.604999999999603, 19.449999999999587, 20.17999999999957, 20.884999999999554, 21.63499999999954, 22.349999999999525, 23.10999999999951, 23.814999999999493, 24.589999999999478, 25.384999999999458, 26.154999999999443, 26.994999999999425, 27.814999999999408, 28.56499999999939, 29.339999999999375, 30.07999999999936, 30.804999999999342, 31.574999999999328, 32.27499999999931, 33.009999999999295, 33.69499999999928, 34.424999999999265, 35.124999999999254, 35.909999999999236, 36.744999999999216, 37.4699999999992, 38.22999999999919, 39.00999999999917, 39.734999999999154, 40.42999999999914, 41.124999999999126, 41.86499999999911, 42.60999999999909, 43.29999999999908, 44.03499999999906, 44.74999999999905, 45.51499999999903, 46.31499999999901, 47.074999999998994, 47.81499999999898, 48.52499999999897, 49.24499999999895, 49.87999999999894, 50.63499999999892, 51.344999999998905, 52.08499999999889, 52.81999999999888, 53.52999999999886, 54.25999999999885, 55.034999999998824, 55.81499999999881, 56.589999999998795, 57.35999999999878, 58.10999999999876, 58.824999999998745, 59.56999999999873]",76.0,0.001958,2025-10-21 14:16:40,85.0,95.0,-9.0,0.0
38,5,"[2.854999999999939, 3.559999999999924, 3.8599999999999177, 4.634999999999901, 5.5099999999998825, 6.359999999999864, 7.1999999999998465, 8.00999999999983, 8.709999999999814, 9.504999999999798, 10.519999999999776, 11.27999999999976, 12.064999999999744, 12.849999999999726, 13.649999999999709, 14.429999999999692, 15.169999999999677, 15.92999999999966, 16.709999999999646, 17.564999999999625, 18.37499999999961, 19.149999999999594, 19.929999999999577, 20.704999999999558, 21.509999999999543, 22.279999999999525, 23.03999999999951, 23.82499999999949, 24.554999999999477, 25.35999999999946, 26.159999999999442, 26.914999999999427, 27.67999999999941, 28.419999999999394, 29.08999999999938, 29.889999999999365, 30.694999999999347, 31.504999999999328, 32.23499999999931, 33.0049999999993, 33.70999999999928, 34.479999999999265, 35.20499999999925, 36.004999999999235, 36.68499999999922, 37.5149999999992, 38.294999999999185, 39.05499999999917, 39.83999999999915, 40.639999999999134, 41.42999999999912, 42.2149999999991, 43.00999999999908, 43.77499999999907, 44.524999999999054, 45.29999999999904, 46.06999999999902, 46.829999999999, 47.62999999999899, 48.37499999999897, 49.13499999999895, 50.02499999999893, 50.77499999999892, 51.5299999999989, 52.29999999999889, 53.02999999999887, 53.804999999998856, 54.529999999998836, 55.30499999999882, 56.01999999999881, 56.77499999999879, 57.519999999998774, 58.24499999999876, 59.04999999999874, 59.829999999998726]",75.0,0.005372,2025-10-21 14:27:54,85.0,95.0,9.0,0.0
39,5,"[2.859999999999939, 3.464999999999926, 4.364999999999907]",,,2025-10-21 14:30:29,85.0,125.0,9.0,0.0
40,5,"[0.1449999999999969, 0.46999999999999, 16.099999999999657, 16.599999999999646, 17.00999999999964, 17.314999999999632, 17.84999999999962, 18.31499999999961, 18.619999999999603, 19.029999999999596, 19.33499999999959, 19.634999999999582, 20.044999999999572, 20.349999999999568, 20.904999999999553, 21.369999999999546, 21.66999999999954, 22.16999999999953, 22.66999999999952, 23.084999999999507, 23.3849999999995, 23.689999999999497, 24.189999999999486, 24.689999999999475, 25.099999999999465, 25.404999999999458, 25.939999999999447, 26.404999999999436, 26.709999999999432, 27.119999999999422, 27.419999999999416, 27.724999999999408, 28.224999999999397, 28.724999999999387, 29.13499999999938, 29.439999999999372, 29.974999999999362, 30.43999999999935, 30.744999999999344, 31.154999999999337, 31.45999999999933, 31.99499999999932]",,,2025-10-21 14:35:48,85.0,125.0,9.0,0.0
41,5,"[0.1449999999999969, 0.46999999999999, 16.099999999999657, 16.599999999999646, 17.00999999999964, 17.314999999999632, 17.84999999999962, 18.31499999999961, 18.619999999999603, 19.029999999999596, 19.33499999999959, 19.634999999999582, 20.044999999999572, 20.349999999999568, 20.904999999999553, 21.369999999999546, 21.66999999999954, 22.16999999999953, 22.66999999999952, 23.084999999999507, 23.3849999999995, 23.689999999999497, 24.189999999999486, 24.689999999999475, 25.099999999999465, 25.404999999999458, 25.939999999999447, 26.404999999999436, 26.709999999999432, 27.119999999999422, 27.419999999999416, 27.724999999999408, 28.224999999999397, 28.724999999999387, 29.13499999999938, 29.439999999999372, 29.974999999999362, 30.43999999999935, 30.744999999999344, 31.154999999999337, 31.45999999999933, 31.99499999999932]",42.0,5.523428,2025-10-21 14:42:54,105.0,125.0,9.0,0.0
42,5,"[0.1449999999999969, 0.46999999999999, 16.099999999999657, 16.599999999999646, 17.00999999999964, 17.314999999999632, 17.84999999999962, 18.31499999999961, 18.619999999999603, 19.029999999999596, 19.33499999999959, 19.634999999999582, 20.044999999999572, 20.349999999999568, 20.904999999999553, 21.369999999999546, 21.66999999999954, 22.16999999999953, 22.66999999999952, 23.084999999999507, 23.3849999999995, 23.689999999999497, 24.189999999999486, 24.689999999999475, 25.099999999999465, 25.404999999999458, 25.939999999999447, 26.404999999999436, 26.709999999999432, 27.119999999999422, 27.419999999999416, 27.724999999999408, 28.224999999999397, 28.724999999999387, 29.13499999999938, 29.439999999999372, 29.974999999999362, 30.43999999999935, 30.744999999999344, 31.154999999999337, 31.45999999999933, 31.99499999999932]",42.0,5.523428,2025-10-21 14:47:42,105.0,95.0,9.0,0.0
43,5,"[0.17500000000000016, 0.4700000000000004]",,,2025-10-21 14:53:02,85.0,125.0,9.0,0.0
44,5,"[0.17500000000000016, 0.4700000000000004]",,,2025-10-21 14:53:49,85.0,125.0,9.0,0.0
45,5,"[0.17500000000000016, 0.4700000000000004]",,,2025-10-21 14:53:57,85.0,125.0,9.0,0.0
46,5,"[0.025000000000000022, 1.220000000000001, 1.5150000000000012, 1.8350000000000015, 2.215000000000002]",,,2025-10-21 14:54:19,85.0,125.0,9.0,0.0
47,5,"[0.2299999999999951, 1.1799999999999748, 1.6999999999999638, 2.0899999999999554, 2.4049999999999487, 2.714999999999942, 3.1549999999999327, 3.464999999999926, 3.984999999999915]",,,2025-10-21 14:56:01,105.0,95.0,0.0,0.0
48,5,"[0.22999999999995424, 1.1799999999997652, 1.6999999999996618, 2.089999999999584, 2.4049999999995215, 2.71499999999946, 3.1549999999993723, 3.4649999999993106, 3.984999999999207]",,,2025-10-21 15:02:52,105.0,95.0,0.0,0.0
49,5,"[0.2299999999999951, 1.1799999999999748, 1.6999999999999638, 2.0899999999999554, 2.4049999999999487, 2.714999999999942, 3.1549999999999327, 3.464999999999926, 3.984999999999915]",9.0,0.03974,2025-10-21 15:05:18,105.0,95.0,0.0,0.0
50,5,"[0.2299999999999951, 1.1799999999999748, 1.6999999999999638, 2.0899999999999554, 2.4049999999999487, 2.714999999999942, 3.1549999999999327, 3.464999999999926, 3.984999999999915]",9.0,0.03974,2025-10-21 15:11:23,105.0,125.0,0.0,0.0
51,5,"[0.2299999999999951, 1.1799999999999748, 1.6999999999999638, 2.0899999999999554, 2.4049999999999487, 2.714999999999942, 3.1549999999999327, 3.464999999999926, 3.984999999999915]",9.0,0.03974,2025-10-21 15:17:29,85.0,125.0,0.0,0.0
52,5,"[0.2299999999999951, 1.1799999999999748, 1.6999999999999638, 2.0899999999999554, 2.4049999999999487, 2.714999999999942, 3.1549999999999327, 3.464999999999926, 3.984999999999915]",,,2025-10-21 15:23:04,85.0,95.0,0.0,0.0
53,5,"[0.2299999999999951, 1.1799999999999748, 1.6999999999999638, 2.0899999999999554, 2.4049999999999487, 2.714999999999942, 3.1549999999999327, 3.464999999999926, 3.984999999999915]",9.0,0.03974,2025-10-21 15:28:22,85.0,95.0,0.0,0.0
54,5,"[0.2299999999999951, 1.1799999999999748, 1.6999999999999638, 2.0899999999999554, 2.4049999999999487, 2.714999999999942, 3.1549999999999327, 3.464999999999926, 3.984999999999915]",9.0,0.03974,2025-10-21 15:33:03,95.0,95.0,0.0,0.0
55,1,"[0.17000000000000015, 0.7600000000000007]",,,2025-10-22 14:19:23,95.0,95.0,0.0,0.0
